test_index,total_responses,correct_responses,correct_after_revision,final_answer_accuracy,self_revision_rate,perplexity_per_language,logical_errors,numerical_errors,revision_attempts
113,11,8,2,0.9090909090909091,0.6666666666666666,"{'en': 29.809987624728606, 'es': 33.94112549695428, 'fr': 29.531200623430962, 'de': 30.415215023064533, 'ru': 33.233967223722, 'zh': 15.096340323172685, 'ja': 9.665910224658814, 'th': 38.72351927631117, 'sw': 25.953295271813655, 'bn': 65.67656903793811, 'te': 39.13253059487941, 'avg': 31.925423701879478}",['te'],['te'],"{'th': 0, 'bn': 0}"
114,11,8,1,0.8181818181818182,0.3333333333333333,"{'en': 31.67638787410905, 'es': 34.188748682635946, 'fr': 29.436327814270424, 'de': 23.62921833503199, 'ru': 24.93713688428364, 'zh': 21.655819157909146, 'ja': 11.0, 'th': 26.214971843279884, 'sw': 30.24296357746319, 'bn': 20.48588530176072, 'te': 18.70835512545541, 'avg': 24.743255872381766}","['zh', 'te']","['zh', 'te']",{'th': 0}
115,11,11,0,1.0,0,"{'en': 31.58478956145617, 'es': 27.047241739580773, 'fr': 34.918723455674495, 'de': 36.65190986735443, 'ru': 24.878751591073847, 'zh': 9.697503804956234, 'ja': 8.999999999999998, 'th': 6.999999999999998, 'sw': 18.502251161135717, 'bn': 16.245047927124716, 'te': 11.0, 'avg': 20.593292646214216}",[],[],{}
116,11,0,1,0.09090909090909091,0.09090909090909091,"{'en': 69.68439700782766, 'es': 37.83955773321266, 'fr': 53.58271968603283, 'de': 29.69117813830088, 'ru': 40.35319765508171, 'zh': 11.262573331048495, 'ja': 7.964362176813566, 'th': 16.166457291391463, 'sw': 24.223162055741923, 'bn': 55.62299960462675, 'te': 64.44584356818551, 'avg': 37.3487680225694}","['es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']",{'en': 2}
117,11,2,5,0.6363636363636364,0.5555555555555556,"{'en': 54.20527373705507, 'es': 34.1497308447396, 'fr': 51.39942354239599, 'de': 62.92083214036803, 'ru': 39.57396539905251, 'zh': 17.746625261708225, 'ja': 10.690784617684072, 'th': 7.559526299369237, 'sw': 43.63053605727791, 'bn': 32.13180365139584, 'te': 40.342497375241514, 'avg': 35.850090811480726}","['ru', 'zh', 'th', 'bn']","['ru', 'zh', 'th', 'bn']","{'en': 0, 'fr': 0, 'de': 0, 'sw': 0, 'te': 1}"
118,11,7,3,0.9090909090909091,0.75,"{'en': 19.841415645720577, 'es': 22.15669030714293, 'fr': 28.369741046620028, 'de': 18.07264636141566, 'ru': 19.305102851684858, 'zh': 28.879207977470877, 'ja': 17.227042476160392, 'th': 14.699430866026956, 'sw': 28.563093221997196, 'bn': 51.05885708572974, 'te': 45.39645790524295, 'avg': 26.688153249564742}",['th'],['th'],"{'zh': 0, 'bn': 0, 'te': 1}"
119,11,4,6,0.9090909090909091,0.8571428571428571,"{'en': 36.62170331453567, 'es': 80.95364828150508, 'fr': 31.389465697145802, 'de': 40.386028145084545, 'ru': 84.91230862024754, 'zh': 31.59224042835943, 'ja': 11.0, 'th': 11.833160934863738, 'sw': 65.26323478423049, 'bn': 71.99768319398468, 'te': 58.472065330622456, 'avg': 47.674685339143586}",['th'],['th'],"{'es': 0, 'ru': 0, 'zh': 0, 'sw': 0, 'bn': 1, 'te': 1}"
120,11,0,0,0.0,0.0,"{'en': 52.50073292934611, 'es': 32.592552563482435, 'fr': 61.37433105058023, 'de': 24.142525227268965, 'ru': 36.82799045802118, 'zh': 6.594721909161905, 'ja': 22.09352550920599, 'th': 10.686543187175072, 'sw': 21.0921049112274, 'bn': 37.72784490823661, 'te': 50.18292610216157, 'avg': 32.34689079598795}","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']",{}
121,11,7,0,0.6363636363636364,0.0,"{'en': 29.00402545067608, 'es': 34.020751193224264, 'fr': 28.341868273999825, 'de': 52.43051109159939, 'ru': 24.74815764418265, 'zh': 22.179580540903792, 'ja': 14.190710135717612, 'th': 10.30521971562922, 'sw': 27.469905560499107, 'bn': 18.848384679465934, 'te': 37.81222750350515, 'avg': 27.213758344491183}","['de', 'zh', 'th', 'te']","['de', 'zh', 'th', 'te']",{}
122,11,4,3,0.6363636363636364,0.42857142857142855,"{'en': 21.175817980064057, 'es': 21.943908036426862, 'fr': 30.015717413469677, 'de': 46.36601886952753, 'ru': 39.07210209338327, 'zh': 15.721809925469058, 'ja': 33.00000000000002, 'th': 10.231177848967096, 'sw': 44.74509612722625, 'bn': 30.52098380346982, 'te': 37.05472034408288, 'avg': 29.986122949280592}","['ru', 'th', 'bn', 'te']","['ru', 'th', 'bn', 'te']","{'de': 0, 'ja': 0, 'sw': 0}"
123,11,0,0,0.0,0.0,"{'en': 54.82792030518913, 'es': 30.246744275492773, 'fr': 40.519817041390304, 'de': 26.911719293863264, 'ru': 43.246871849730816, 'zh': 18.416236047718968, 'ja': 17.62584712238763, 'th': 12.357773362414623, 'sw': 19.70067262553554, 'bn': 43.07517987969954, 'te': 29.177405999851498, 'avg': 30.55510798211583}","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']",{}
124,11,6,3,0.8181818181818182,0.6,"{'en': 30.84768189396832, 'es': 34.33028110917961, 'fr': 33.0916275726621, 'de': 30.043594911806977, 'ru': 29.735656686408102, 'zh': 17.82279323286411, 'ja': 19.387003329019233, 'th': 14.626160581134291, 'sw': 39.456392352149344, 'bn': 55.138901616256284, 'te': 18.300408926700836, 'avg': 29.34368201928629}","['th', 'te']","['th', 'te']","{'ja': 4, 'sw': 0, 'bn': 0}"
125,11,2,2,0.36363636363636365,0.2222222222222222,"{'en': 45.31900314309137, 'es': 30.880612219438095, 'fr': 78.72865075244067, 'de': 29.845806021954704, 'ru': 38.89375911705937, 'zh': 13.224160347805126, 'ja': 10.503129936189447, 'th': 36.787540062080836, 'sw': 20.455991557063232, 'bn': 38.276619139665954, 'te': 33.70987320828282, 'avg': 34.23864959137015}","['en', 'es', 'de', 'ru', 'sw', 'bn', 'te']","['en', 'es', 'de', 'ru', 'sw', 'bn', 'te']","{'fr': 0, 'th': 0}"
126,11,0,1,0.09090909090909091,0.09090909090909091,"{'en': 71.70855510882353, 'es': 37.43579521106359, 'fr': 56.14815170272006, 'de': 29.57626424050728, 'ru': 45.78576841429306, 'zh': 16.412044406101938, 'ja': 13.161915596144453, 'th': 14.801559030345945, 'sw': 62.998478082484475, 'bn': 52.981928610409916, 'te': 91.6936697221689, 'avg': 44.791284556823925}","['es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']",{'en': 0}
127,11,8,3,1.0,1.0,"{'en': 22.276632722415417, 'es': 16.682481965480523, 'fr': 22.7416929674758, 'de': 16.018078250040414, 'ru': 21.506989401053346, 'zh': 10.106246305058194, 'ja': 3.0, 'th': 28.46806204195645, 'sw': 21.29305200767561, 'bn': 44.58236381274287, 'te': 43.289738608056126, 'avg': 22.72412164381407}",[],[],"{'th': 0, 'bn': 1, 'te': 1}"
128,11,9,1,0.9090909090909091,0.5,"{'en': 18.523190841974863, 'es': 17.600414631861085, 'fr': 19.49029214155446, 'de': 18.49375251747729, 'ru': 23.599220186570168, 'zh': 9.125465128398087, 'ja': 6.999999999999998, 'th': 9.073581995730661, 'sw': 18.523190841974863, 'bn': 18.486627926518285, 'te': 45.20199858622446, 'avg': 18.647066799844023}",['th'],['th'],{'te': 0}
129,11,0,1,0.09090909090909091,0.09090909090909091,"{'en': 67.89319110691014, 'es': 33.57470171789668, 'fr': 49.90505928745395, 'de': 30.2670727314092, 'ru': 50.64871764671791, 'zh': 8.088124501261905, 'ja': 38.920424488456526, 'th': 13.142922915845634, 'sw': 24.925334736622748, 'bn': 62.86798563659695, 'te': 54.412886324086664, 'avg': 39.51331100847803}","['en', 'es', 'fr', 'de', 'ru', 'zh', 'th', 'sw', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'zh', 'th', 'sw', 'bn', 'te']",{'ja': 0}
130,11,0,2,0.18181818181818182,0.18181818181818182,"{'en': 19.23885587124507, 'es': 31.243508747405333, 'fr': 32.3837067642241, 'de': 23.37667893396495, 'ru': 48.015291672981185, 'zh': 31.579500186116892, 'ja': 19.58387399447714, 'th': 13.058258449441862, 'sw': 58.91284793957715, 'bn': 33.599309793033584, 'te': 41.185460476876514, 'avg': 32.016117529940345}","['en', 'es', 'fr', 'de', 'ru', 'ja', 'th', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'ja', 'th', 'bn', 'te']","{'zh': 0, 'sw': 0}"
131,11,8,2,0.9090909090909091,0.6666666666666666,"{'en': 20.480773998388795, 'es': 24.158611549544055, 'fr': 26.673269676770648, 'de': 28.525568221537032, 'ru': 25.08852769018448, 'zh': 12.67165234603509, 'ja': 13.000000000000004, 'th': 27.059913422804392, 'sw': 24.228816081215776, 'bn': 59.45160654177861, 'te': 30.50231577753789, 'avg': 26.531005027799708}",['te'],['te'],"{'th': 0, 'bn': 0}"
132,11,9,1,0.9090909090909091,0.5,"{'en': 23.811015779523, 'es': 21.006259872378887, 'fr': 37.63725345880219, 'de': 20.038446135403646, 'ru': 23.580879693911253, 'zh': 16.834275197882622, 'ja': 8.999999999999998, 'th': 8.02141185976815, 'sw': 32.263749133641305, 'bn': 18.94645708137998, 'te': 29.769554460073515, 'avg': 21.900845697524048}",['th'],['th'],{'te': 0}
133,11,4,2,0.5454545454545454,0.2857142857142857,"{'en': 26.362091651757087, 'es': 28.823892157391654, 'fr': 33.35767390299339, 'de': 28.486707501673507, 'ru': 46.64411212176083, 'zh': 26.324046315923354, 'ja': 21.869984270014157, 'th': 13.932983395775901, 'sw': 21.31035487708693, 'bn': 53.34451460403105, 'te': 30.252692439216855, 'avg': 30.064459385238607}","['ru', 'th', 'sw', 'bn', 'te']","['ru', 'th', 'sw', 'bn', 'te']","{'zh': 1, 'ja': 1}"
134,11,6,2,0.7272727272727273,0.4,"{'en': 45.46595963365607, 'es': 30.08386121038706, 'fr': 29.81847338449915, 'de': 31.503918291065794, 'ru': 27.55388264840672, 'zh': 20.87255422551343, 'ja': 8.545615835042314, 'th': 11.412510676137673, 'sw': 26.257304598401436, 'bn': 64.85339178292028, 'te': 40.10823453921552, 'avg': 30.588700620476857}","['ja', 'th', 'te']","['ja', 'th', 'te']","{'zh': 0, 'bn': 0}"
135,11,7,3,0.9090909090909091,0.75,"{'en': 29.436327814270424, 'es': 36.270933854550194, 'fr': 30.755717644164715, 'de': 30.16151199902561, 'ru': 26.378665126269226, 'zh': 18.97612000563288, 'ja': 17.098469099480116, 'th': 20.412907277539947, 'sw': 25.457478105341284, 'bn': 59.22942896530653, 'te': 31.895173156454096, 'avg': 29.64297573163955}",['zh'],['zh'],"{'th': 0, 'bn': 0, 'te': 1}"
136,11,2,4,0.5454545454545454,0.4444444444444444,"{'en': 46.30239164290636, 'es': 24.08097771775255, 'fr': 54.5921514939699, 'de': 42.97887049301437, 'ru': 25.13488755030232, 'zh': 18.637903500314657, 'ja': 12.595031251107047, 'th': 24.886333437068487, 'sw': 24.2124645568812, 'bn': 49.66407857370729, 'te': 40.18342942662943, 'avg': 33.02441087669578}","['es', 'de', 'ru', 'ja', 'te']","['es', 'de', 'ru', 'ja', 'te']","{'en': 1, 'fr': 0, 'th': 1, 'bn': 0}"
137,11,7,3,0.9090909090909091,0.75,"{'en': 24.891584092687044, 'es': 28.71745887492587, 'fr': 27.829883025649504, 'de': 26.390158215457898, 'ru': 23.74272551718327, 'zh': 10.401960023958639, 'ja': 31.6951222974749, 'th': 34.36211625401003, 'sw': 23.57543550912087, 'bn': 40.59578229456684, 'te': 26.158390101430523, 'avg': 27.123692382405945}",['te'],['te'],"{'ja': 1, 'th': 0, 'bn': 1}"
138,11,0,6,0.5454545454545454,0.5454545454545454,"{'en': 58.53930576574364, 'es': 72.39784152415531, 'fr': 43.386672432569306, 'de': 53.783819972499884, 'ru': 42.57809367154698, 'zh': 10.0632361223471, 'ja': 25.904976089294703, 'th': 17.065380821869077, 'sw': 58.60636068971415, 'bn': 51.88695931953349, 'te': 44.22351520032158, 'avg': 43.4941965099632}","['fr', 'ru', 'zh', 'th', 'bn']","['fr', 'ru', 'zh', 'th', 'bn']","{'en': 0, 'es': 0, 'de': 0, 'ja': 2, 'sw': 0, 'te': 1}"
139,11,0,2,0.18181818181818182,0.18181818181818182,"{'en': 69.20167630276853, 'es': 32.6722848838993, 'fr': 42.49527367424234, 'de': 79.84907481091581, 'ru': 40.03077955069863, 'zh': 8.970753638725675, 'ja': 17.88061498003051, 'th': 15.103756008923103, 'sw': 42.3111131880491, 'bn': 35.996071949512235, 'te': 31.450516868015637, 'avg': 37.814719623252806}","['es', 'fr', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['es', 'fr', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","{'en': 1, 'de': 0}"
140,11,6,1,0.6363636363636364,0.2,"{'en': 15.264813304770762, 'es': 23.675311988068533, 'fr': 55.11449249614226, 'de': 22.6679717920108, 'ru': 11.484694984106929, 'zh': 14.939483051063148, 'ja': 8.94427190999916, 'th': 22.34108126604823, 'sw': 23.580879693911253, 'bn': 13.192185854839233, 'te': 27.46040679356505, 'avg': 21.69687210313867}","['fr', 'zh', 'ja', 'te']","['fr', 'zh', 'ja', 'te']",{'th': 0}
141,11,10,1,1.0,1.0,"{'en': 26.486943959524424, 'es': 25.80723604941328, 'fr': 33.64613186469199, 'de': 21.343758021656008, 'ru': 22.35950336308286, 'zh': 12.848627586028375, 'ja': 10.401960023958639, 'th': 10.401960023958639, 'sw': 24.662137265774724, 'bn': 16.020228559615553, 'te': 10.000000000000002, 'avg': 19.4525897016095}",[],[],{'fr': 0}
142,11,0,3,0.2727272727272727,0.2727272727272727,"{'en': 16.058026737476165, 'es': 22.932371495002535, 'fr': 38.13079714738647, 'de': 54.42710905749412, 'ru': 54.385273960704446, 'zh': 4.420709164860311, 'ja': 17.638685177993825, 'th': 20.22961362911515, 'sw': 19.537572342302152, 'bn': 19.40492703364581, 'te': 18.661488832766516, 'avg': 25.98423405261341}","['en', 'es', 'fr', 'zh', 'ja', 'sw', 'bn', 'te']","['en', 'es', 'fr', 'zh', 'ja', 'sw', 'bn', 'te']","{'de': 1, 'ru': 0, 'th': 0}"
143,11,7,1,0.7272727272727273,0.25,"{'en': 39.053405861937705, 'es': 29.524816535738257, 'fr': 37.8267529340949, 'de': 29.801231423247593, 'ru': 32.247056405215076, 'zh': 14.131952022639737, 'ja': 7.5291303946969235, 'th': 23.675311988068533, 'sw': 24.118827805290913, 'bn': 54.49214981892475, 'te': 39.17124703829086, 'avg': 30.14289838437684}","['ja', 'bn', 'te']","['ja', 'bn', 'te']",{'th': 0}
144,11,6,3,0.8181818181818182,0.6,"{'en': 27.18431680702153, 'es': 22.19902088751444, 'fr': 28.74749619776856, 'de': 35.529805067849765, 'ru': 60.838227701648776, 'zh': 9.353479975755887, 'ja': 20.92045302892166, 'th': 43.629382556700634, 'sw': 23.491175654152748, 'bn': 71.88169609530368, 'te': 13.962727235148419, 'avg': 32.5216164734351}","['de', 'zh']","['de', 'zh']","{'ru': 0, 'th': 0, 'bn': 0}"
145,11,1,3,0.36363636363636365,0.3,"{'en': 86.99156862458892, 'es': 50.271929322620046, 'fr': 68.19572454764655, 'de': 44.58867916307506, 'ru': 68.90163703781866, 'zh': 29.48974690099499, 'ja': 21.590043483998784, 'th': 18.849840261497146, 'sw': 42.195747093404094, 'bn': 69.21207162079908, 'te': 93.82975419142386, 'avg': 54.01061293162429}","['es', 'fr', 'de', 'ru', 'th', 'sw', 'bn']","['es', 'fr', 'de', 'ru', 'th', 'sw', 'bn']","{'en': 0, 'zh': 0, 'ja': 1}"
146,11,3,6,0.8181818181818182,0.75,"{'en': 36.37198636611627, 'es': 33.366504794842264, 'fr': 58.73085070800325, 'de': 40.39863586818454, 'ru': 56.58609821399865, 'zh': 22.471571921721893, 'ja': 25.244240656853332, 'th': 10.833888763435484, 'sw': 56.73448610355342, 'bn': 49.44294180378366, 'te': 32.43350876810878, 'avg': 38.41951945169105}","['th', 'te']","['th', 'te']","{'fr': 0, 'ru': 0, 'zh': 0, 'ja': 0, 'sw': 0, 'bn': 0}"
147,11,1,3,0.36363636363636365,0.3,"{'en': 63.25542466718823, 'es': 60.73904803735382, 'fr': 59.93810632662345, 'de': 32.18151862449515, 'ru': 48.85084853301932, 'zh': 29.220709555427792, 'ja': 30.350785600651978, 'th': 11.302201896065531, 'sw': 21.60533878288719, 'bn': 58.11548642041572, 'te': 32.697675508430784, 'avg': 40.750649450232636}","['en', 'ru', 'ja', 'th', 'sw', 'bn', 'te']","['en', 'ru', 'ja', 'th', 'sw', 'bn', 'te']","{'es': 0, 'fr': 0, 'zh': 0}"
148,11,0,3,0.2727272727272727,0.2727272727272727,"{'en': 60.56941639363238, 'es': 62.1105076781208, 'fr': 45.97803757686658, 'de': 61.26068015773444, 'ru': 52.08786471571144, 'zh': 23.024797588411634, 'ja': 19.233952057638806, 'th': 14.721678096089317, 'sw': 27.338396247019713, 'bn': 41.354314583159976, 'te': 80.96002485327274, 'avg': 44.4217881770598}","['fr', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['fr', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","{'en': 0, 'es': 0, 'de': 0}"
149,11,3,2,0.45454545454545453,0.25,"{'en': 34.35310426434467, 'es': 19.91556264536766, 'fr': 49.63182684600541, 'de': 25.415576113576375, 'ru': 52.056076623807115, 'zh': 19.97748347646243, 'ja': 18.580730883118413, 'th': 42.163289951868215, 'sw': 18.570084380271876, 'bn': 70.5638216513078, 'te': 23.448358572545203, 'avg': 34.061446855334104}","['fr', 'ru', 'zh', 'ja', 'sw', 'te']","['fr', 'ru', 'zh', 'ja', 'sw', 'te']","{'th': 0, 'bn': 0}"
150,11,8,3,1.0,1.0,"{'en': 22.064774488538205, 'es': 24.475318190699827, 'fr': 23.185879787150057, 'de': 26.346186776541398, 'ru': 23.564808235271563, 'zh': 13.37959729859034, 'ja': 14.358729437462936, 'th': 21.22896331857682, 'sw': 21.498472812077974, 'bn': 40.35553486248845, 'te': 26.88931736942218, 'avg': 23.39523477971089}",[],[],"{'th': 1, 'bn': 0, 'te': 1}"
151,11,1,0,0.09090909090909091,0.0,"{'en': 26.47247575951197, 'es': 79.23406108776696, 'fr': 80.57597575611136, 'de': 21.0485554155877, 'ru': 59.16939893822354, 'zh': 6.754097923858269, 'ja': 22.16489938608939, 'th': 15.498681172935319, 'sw': 25.381910130156616, 'bn': 44.140997203767654, 'te': 88.16955507949531, 'avg': 42.60096435031855}","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn']","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn']",{}
152,11,11,0,1.0,0,"{'en': 25.554339306360127, 'es': 27.357893140691438, 'fr': 32.7898372935723, 'de': 25.31667884064426, 'ru': 27.10748884085893, 'zh': 13.904381177092972, 'ja': 4.999999999999999, 'th': 12.976647635906827, 'sw': 26.538534082037398, 'bn': 22.0, 'te': 98.82387050242747, 'avg': 28.851788256326518}",[],[],{}
153,11,3,5,0.7272727272727273,0.625,"{'en': 21.95632603071441, 'es': 38.781190122757096, 'fr': 21.482210090551444, 'de': 62.03678251605031, 'ru': 24.291130247945024, 'zh': 34.068965255892884, 'ja': 30.467722399267807, 'th': 10.905054703091889, 'sw': 51.231179894045404, 'bn': 30.963729465418254, 'te': 55.350797076612544, 'avg': 34.68500798203155}","['ru', 'th', 'bn']","['ru', 'th', 'bn']","{'de': 0, 'zh': 0, 'ja': 0, 'sw': 0, 'te': 0}"
154,11,0,1,0.09090909090909091,0.09090909090909091,"{'en': 78.02193832078662, 'es': 74.9558046753955, 'fr': 87.92519308019757, 'de': 80.42544221373612, 'ru': 66.7790300548413, 'zh': 28.491116661160245, 'ja': 14.131474090148387, 'th': 11.448609978578075, 'sw': 31.24733524874691, 'bn': 49.4328451873025, 'te': 95.24424456372036, 'avg': 56.19118491587396}","['en', 'es', 'fr', 'de', 'ru', 'ja', 'th', 'sw', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'ja', 'th', 'sw', 'bn', 'te']",{'zh': 0}
155,11,0,0,0.0,0.0,"{'en': 19.91013085289848, 'es': 28.715707021810065, 'fr': 31.222194745559356, 'de': 55.59713071661082, 'ru': 42.70929995224186, 'zh': 35.731876228566975, 'ja': 10.963373694545856, 'th': 14.378756297309438, 'sw': 21.885038536966153, 'bn': 31.157363093884012, 'te': 40.79992657469057, 'avg': 30.27916342864396}","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']",{}
156,11,0,3,0.2727272727272727,0.2727272727272727,"{'en': 65.89929711410474, 'es': 28.84912265332605, 'fr': 78.10214530458471, 'de': 57.52820654431701, 'ru': 31.797421506052313, 'zh': 32.0500789894866, 'ja': 23.720858581102753, 'th': 17.620487743045995, 'sw': 60.04202375554499, 'bn': 57.216613757612, 'te': 45.799736860752, 'avg': 45.32963570999356}","['en', 'es', 'de', 'ru', 'ja', 'th', 'bn', 'te']","['en', 'es', 'de', 'ru', 'ja', 'th', 'bn', 'te']","{'fr': 0, 'zh': 1, 'sw': 0}"
157,11,2,6,0.7272727272727273,0.6666666666666666,"{'en': 46.62893837467243, 'es': 53.00684729180057, 'fr': 31.85522855466465, 'de': 51.50337787460365, 'ru': 58.99754088966419, 'zh': 29.614148080739476, 'ja': 21.506989401053346, 'th': 13.621399949422702, 'sw': 18.629645056338063, 'bn': 20.41875822302535, 'te': 53.37916685130105, 'avg': 36.28745823157141}","['fr', 'ru', 'th']","['fr', 'ru', 'th']","{'en': 0, 'es': 0, 'de': 0, 'zh': 0, 'ja': 0, 'te': 0}"
158,11,1,2,0.2727272727272727,0.2,"{'en': 23.830278980261774, 'es': 41.594911021263705, 'fr': 42.87771108980122, 'de': 30.409697262489402, 'ru': 54.294979502875925, 'zh': 42.53402302453199, 'ja': 20.510323024609185, 'th': 41.134577641817934, 'sw': 25.0094780523594, 'bn': 50.06594023202999, 'te': 37.822029994146945, 'avg': 37.28035907510795}","['es', 'fr', 'de', 'ru', 'ja', 'sw', 'bn', 'te']","['es', 'fr', 'de', 'ru', 'ja', 'sw', 'bn', 'te']","{'zh': 0, 'th': 1}"
159,11,4,5,0.8181818181818182,0.7142857142857143,"{'en': 36.777420823500165, 'es': 38.920209804338754, 'fr': 55.87496185823257, 'de': 27.264409832455705, 'ru': 50.38572580382367, 'zh': 21.175817980064057, 'ja': 12.85434077794852, 'th': 36.128267280755615, 'sw': 46.62694699704844, 'bn': 61.12373042625682, 'te': 36.6174351104206, 'avg': 38.52266060862226}","['zh', 'te']","['zh', 'te']","{'fr': 0, 'ru': 0, 'th': 0, 'sw': 1, 'bn': 1}"
160,11,1,0,0.09090909090909091,0.0,"{'en': 50.375204646765326, 'es': 20.47505691084217, 'fr': 26.44449466698866, 'de': 17.82918674365935, 'ru': 31.827604163840068, 'zh': 15.030193750546815, 'ja': 1.0, 'th': 11.973123650686917, 'sw': 44.07271847639383, 'bn': 28.489708907240097, 'te': 39.91800212002959, 'avg': 26.130481276090258}","['en', 'es', 'fr', 'de', 'ru', 'zh', 'th', 'sw', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'zh', 'th', 'sw', 'bn', 'te']",{}
161,11,7,3,0.9090909090909091,0.75,"{'en': 22.288570680240042, 'es': 24.93713688428364, 'fr': 21.482210090551444, 'de': 20.75263140145614, 'ru': 45.55032596558616, 'zh': 11.484694984106929, 'ja': 15.096340323172685, 'th': 24.032090803868165, 'sw': 19.43016508775861, 'bn': 39.360812955715446, 'te': 26.818219018479365, 'avg': 24.6575634722926}",['te'],['te'],"{'ru': 0, 'th': 0, 'bn': 1}"
162,11,0,7,0.6363636363636364,0.6363636363636364,"{'en': 57.85518850738203, 'es': 41.915297735469395, 'fr': 44.889087022828136, 'de': 60.34413478599896, 'ru': 47.57551634358319, 'zh': 9.93216683493929, 'ja': 20.354171840164412, 'th': 13.976416564043449, 'sw': 54.066854325258305, 'bn': 29.207862549098653, 'te': 52.030765851010194, 'avg': 39.28613294179782}","['zh', 'ja', 'th', 'bn']","['zh', 'ja', 'th', 'bn']","{'en': 0, 'es': 0, 'fr': 0, 'de': 0, 'ru': 0, 'sw': 0, 'te': 4}"
163,11,0,1,0.09090909090909091,0.09090909090909091,"{'en': 59.48334985222689, 'es': 53.75603427155908, 'fr': 52.661729218402726, 'de': 50.54646586764969, 'ru': 47.62312148365502, 'zh': 26.37576624521866, 'ja': 23.676201515032723, 'th': 9.331958818292819, 'sw': 16.56081469824698, 'bn': 23.660677335528028, 'te': 36.20881703939448, 'avg': 36.35317603138247}","['en', 'es', 'fr', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['en', 'es', 'fr', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']",{'de': 0}
164,11,4,0,0.36363636363636365,0.0,"{'en': 22.70283222781282, 'es': 41.31634115275838, 'fr': 21.70672418395219, 'de': 21.255221807096614, 'ru': 22.81039781648445, 'zh': 16.237622390948136, 'ja': 27.768109449103815, 'th': 17.492788217550448, 'sw': 22.3964781105087, 'bn': 27.387122561317653, 'te': 25.237407073196557, 'avg': 24.210094999157253}","['es', 'de', 'ja', 'th', 'sw', 'bn', 'te']","['es', 'de', 'ja', 'th', 'sw', 'bn', 'te']",{}
165,11,7,2,0.8181818181818182,0.5,"{'en': 32.033402972624536, 'es': 28.95598600128282, 'fr': 31.000278539740158, 'de': 42.50925685813379, 'ru': 45.99229592755571, 'zh': 17.098469099480116, 'ja': 8.999999999999998, 'th': 30.437943227503947, 'sw': 27.895681205144843, 'bn': 46.18082211141819, 'te': 43.49957066066259, 'avg': 32.23670060032243}","['ru', 'te']","['ru', 'te']","{'th': 1, 'bn': 3}"
166,11,4,3,0.6363636363636364,0.42857142857142855,"{'en': 77.71474166360616, 'es': 32.492958640525885, 'fr': 75.17094875423355, 'de': 41.09147743550132, 'ru': 26.654305993142906, 'zh': 15.82554983600307, 'ja': 22.713423122090383, 'th': 50.24881417171673, 'sw': 23.82536071526505, 'bn': 90.58177298109239, 'te': 46.399661898921025, 'avg': 45.70172865564531}","['en', 'de', 'ja', 'te']","['en', 'de', 'ja', 'te']","{'fr': 0, 'th': 0, 'bn': 0}"
167,11,7,1,0.7272727272727273,0.25,"{'en': 30.389970493762405, 'es': 35.16939647636391, 'fr': 41.41674403910259, 'de': 70.8769664386032, 'ru': 30.027114312477757, 'zh': 17.924440600197844, 'ja': 6.999999999999998, 'th': 11.699657128564551, 'sw': 24.969320993674724, 'bn': 50.31456788333518, 'te': 31.59482830271178, 'avg': 31.943909697163086}","['th', 'bn', 'te']","['th', 'bn', 'te']",{'de': 0}
